Attempt Regex,DeepSeek Output
b*aa(a+b)*,"positive example: [baa, bbaab, aab, bbaaab, aa], negative example: [ab, baba, a, bba, aba]"
(ab)*,"positive example: [ab, abab, ababab, ε], negative example: [a, b, aba, baba, abba]"
a*(bab*)*b,"positive example: [""ab"", ""aab"", ""bab"", ""aabab"", ""ababab"", ""babb""], negative example: [""ba"", ""aba"", ""baa"", ""abba"", ""bb"", ""aaba""]"
(0*1|(11)*|(101)*|11),"positive example: [""0"", ""1"", ""11"", ""101"", ""001"", ""1111"", ""101101"", ""0001""],  
negative example: ["""", ""00"", ""10"", ""110"", ""1001"", ""11101"", ""1010"", ""011""]"
(a+b)*(a+b)*,"positive example: [ab, aa, bb, aab, bba, abab, baba, aabb, bbaa], negative example: [a, b, aba, bab, aaaa, bbbb, aaab, bbba]"
((a)*|b)(a|bb)*|b,"positive example: [""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bb"", ""aaa"", ""aab"", ""aba"", ""abb"", ""bba"", ""bbb"", ""aaaa"", ""aaab"", ""aaba"", ""aabb"", ""abba"", ""abbb"", ""bbaa"", ""bbab"", ""bbba"", ""bbbb""],  
negative example: [""c"", ""ac"", ""bc"", ""abc"", ""bac"", ""aac"", ""bbc"", ""aacc"", ""bbcc"", ""abcc"", ""bacc""]"
(b*)a*,"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bba"", ""ba"", ""bba""], negative example: [""ab"", ""baa"", ""bab"", ""baba"", ""abba"", ""aab"", ""aba""]"
((0+1+)|(1+0+))*,"positive example: [""0"", ""1"", ""01"", ""10"", ""0011"", ""1100"", ""0101"", ""1010"", ""000111"", ""111000""],  
negative example: [""2"", ""00a"", ""b11"", ""0112"", ""201"", ""abc"", ""120"", ""01c0"", ""10b1"", ""a0b1""]"
0*1*0*,"positive example: [0, 1, 00, 11, 000, 111, 010, 0010, 0110, 000100],  
negative example: [10, 101, 110, 1001, 1010, 0111, 00110, 1100, 10100, 10001]"
b|a*(bb|a)*,"positive example: [b, a, aa, aab, aabb, aabba, bba, bbaa, bbaab], negative example: [ab, ba, aba, baba, aabab, aabbaa, bbaaba]"
((a+)|a*b+a*),"positive example: [""a"", ""aa"", ""aaa"", ""ba"", ""bba"", ""abba"", ""aabbaa""], negative example: [""b"", ""bb"", ""abb"", ""baba"", ""abab"", ""aababaa""]"
a*(b(aaa*)*)a*,"positive example: [""ba"", ""baaa"", ""aabaa"", ""aaaabaaaa"", ""baaaaaa""],  
negative example: [""ab"", ""aaba"", ""aaaab"", ""baab"", ""baaabaa""]"
((((1*)?)|((11*)?))|((111*)?))|0*,"positive example: [""0"", ""1"", ""11"", ""111"", ""000"", ""01"", ""001"", ""0001"", ""1111"", ""0111""], negative example: [""2"", ""01a"", ""10"", ""101"", ""110"", ""0110"", ""1110"", ""0002"", ""a"", ""b""]"
(a|b)b*,"positive example: [ab, abb, b, bb, abbb], negative example: [a, aa, ba, bba, aab]"
(baa|a)*,"positive example: [baa, a, baaa, aaa, baaabaa, aaaaa], negative example: [b, aa, baba, ab, baaaaaab, aab]"
a|b(b|ab*)aaa,"positive example: [a, bbaaa, bbabaaa, bbbaaa, baaabaaa],  
negative example: [ab, bbaa, bbabaa, bbbaa, baaabaa]"
(bb+a)*(b+a)*,"positive example: [bbba, bbbaab, bbaa, bbbbaa, a], negative example: [bbab, bbaaa, bbaab, abba, baaab]"
(a)*(b)(aa*),"positive example: [ab, aab, aaab, b, abaa, aabaa], negative example: [ba, aba, a, aaa, baa, aaba]"
(ba*b)*,"positive example: [ ""b"", ""bab"", ""bbaab"", ""baabab"", ""bb"" ], negative example: [ ""a"", ""aba"", ""baa"", ""abab"", ""baaba"" ]"
0*1|1*0*,"positive example: [""0"", ""1"", ""01"", ""001"", ""10"", ""100"", ""0001"", ""1110""], negative example: ["""", ""2"", ""11"", ""00"", ""101"", ""010"", ""011"", ""1101""]"
ab|a*b*(baa)b,"positive example: [ab, aab, baa, aabbaa, abbaa], negative example: [a, b, aba, aabab, baaa]"
0*(0+1)*0*,"positive example: [0, 000, 010, 00100, 1110, 000111000], negative example: [1, 101, 111, 0101, 000111, 101010]"
a*baa*,"positive example: [ba, baa, baaa, aba, aabaa, aaaaaabaa], negative example: [ab, aa, aab, b, a, aaaaab]"
(a*bb*a*)|a?,"positive example: [a, aa, bb, abba, aabbaa, bba], negative example: [b, aba, abab, baba, abbba, aab]"
(0*)0*1*(0*)|(0*)1*0*(0*),"positive example: [""0"", ""01"", ""001"", ""10"", ""010"", ""110"", ""0001"", ""0010"", ""0110"", ""00001""],  
negative example: [""1"", ""11"", ""111"", ""101"", ""011"", ""0011"", ""1101"", ""1010"", ""1111"", ""0101""]"
(aba|aab)(a|b)*,"positive example: [aba, aab, abaa, aabb, abab, aaba, abaaa, aabbb, ababa, aabab], negative example: [aa, bb, ab, ba, aaa, bbb, abba, baba, aaab, bbaa]"
b*(ab*ba),"positive example: [abba, bbbabba, babba, abbba], negative example: [a, b, aba, baba, bbb]"
((0(0*1*)*0)|(1(0*1*)1))*,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0010"", ""1101"", ""01010"", ""10101""], negative example: [""2"", ""01a"", ""10b"", ""0012"", ""110a"", ""0101b"", ""1010a""]"
a(a)*|a*b*,"positive example: [a, aa, aaa, ab, aab, aabb], negative example: [b, bb, bbb, ba, aba, baa]"
0?|111*,"positive example: ["""", ""0"", ""111"", ""1111"", ""11111""], negative example: [""1"", ""00"", ""011"", ""110"", ""101""]"
((a|b)+(baa)a*b)*,"positive example: [abbaaab, bbaaab, aabbaaab, bbaaabbaaab], negative example: [ba, aab, bba, aaabba]"
(a|b)*aa+,"positive example: [aaa, baaa, aabaa, bbaa, aaa], negative example: [a, b, ab, ba, aba]"
a*|(a+b)*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""ab"", ""aab"", ""ba"", ""bba"", ""aabb""],  
negative example: [""c"", ""ac"", ""ca"", ""abc"", ""aac"", ""bca""]"
(a*(b|bbb))*,"positive example: [""ab"", ""aab"", ""abab"", ""abbb"", ""aabbb"", ""aaaabbbb""],  
negative example: [""b"", ""bb"", ""ba"", ""aba"", ""aaba"", ""abbba""]"
a*bb*a*,"positive example: [abba, aabbaa, bba, aaabba, abbbba], negative example: [aba, aabaa, baba, aabab, ababba]"
(a+b*b),"positive example: [ab, abb, aab, aabb], negative example: [a, b, aa, bb, bba]"
(0+1+0+)*,"positive example: [""010"", ""010010"", ""010010010"", ""0"", ""10"", ""0100""],  
negative example: [""011"", ""100"", ""001"", ""101"", ""110"", ""0001""]"
a*b+(a|bb)*,"positive example: [ ""ab"", ""aab"", ""bb"", ""abba"", ""aabbb"", ""bbb"", ""aabb"" ],  
negative example: [ ""a"", ""ba"", ""baba"", ""aa"", ""b"", ""abab"", ""aba"" ]"
(0*|1)11,"positive example: [111, 011, 0011, 11], negative example: [0, 1, 01, 001, 110, 0110]"
a*|(?:a*|(b[a]{2})+)*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""baa"", ""baabaa"", ""baabaabaa"", ""aabaa"", ""aaabaa""],  
negative example: [""b"", ""bb"", ""ab"", ""aab"", ""ba"", ""bba"", ""baaab"", ""baaba""]"
0*1*,"positive example: [""01"", ""001"", ""1"", ""0001"", ""000111""], negative example: [""10"", ""110"", ""0010"", ""101"", ""111000""]"
bbb*aaa*,"positive example: [bbbaaa, bbbaaa, bbbaaaa, bbbbaaa, bbbbaaaa], negative example: [bbaa, bba, baaa, bbaa, bbaaa]"
(0*|1)1*,"positive example: [0, 1, 01, 001, 11, 011, 0001], negative example: [2, 10, 00, 101, 0010, 1110]"
"b(b{2,})*","positive example: [bb, bbb, bbbb, bbbbb], negative example: [b, ba, bbbab, bbbba]"
a(a)*(b)*(a)*,"positive example: [a, aa, ab, aba, aaa, aab, aaba, aabaa], negative example: [b, ba, bb, bab, baa, bba, baba, bbaa]"
a*|b(aa)*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""baa"", ""baaaa""], negative example: [""ab"", ""ba"", ""aba"", ""aab"", ""bb"", ""baaab""]"
(a*b|aaa)*,"positive example: [ab, aaa, aab, b, aaaaab, aaaaaa], negative example: [aa, a, ba, aabab, aabba]"
(a*)(b*)(aa*)b,"positive example: [""aab"", ""aabb"", ""aaab"", ""b"", ""ab""],  
negative example: [""ba"", ""aba"", ""aaba"", ""baa"", ""a""]"
a*(baaa*)+(a|b)*,"positive example: [baaa, aabaaa, baaaaaab, baaab, aabaaab], negative example: [aa, b, ab, baaa, aabaa]"
"a*|[b]*[a]{2,}","positive example: [""a"", ""aa"", ""aaa"", ""b"", ""baa"", ""bbaa"", ""baaa""], negative example: [""ab"", ""ba"", ""bba"", ""aab"", ""baba""]"
a*b*a+a+a+,"positive example: [""aaaabbaaa"", ""abaaaa"", ""bbbaaaaa"", ""aabaaaaa"", ""baaaaa""],  
negative example: [""aabba"", ""abab"", ""baa"", ""aabb"", ""abbaa""]"
((a|b)(a|b))*(aaa),"positive example: [aaa, bbaaa, ababaaa, aabaaa, baaa], negative example: [aa, bb, aba, aab, bba]"
(0*1|(11)*),"positive example: [0, 1, 01, 001, 11, 1111, 0001, 111111], negative example: [10, 011, 101, 0000, 110, 1110, 0010, 11101]"
(aa|ab|ba|bb)*(aaa)+,"positive example: [aaa, aaaaa, aabaaa, bbaaaa, abbaaa], negative example: [aa, ab, ba, bb, aab, bba, abab, baba]"
(a+b)*bb(a+b)*,"positive example: [bb, abb, bba, abba, bbab, aabba, bbbab], negative example: [a, b, ab, ba, aba, bab, aab, baa]"
0*1(01)*(10)*,"positive example: [""01"", ""001"", ""0001"", ""010"", ""0110"", ""00110"", ""01010"", ""00011010""],  
negative example: [""10"", ""100"", ""110"", ""101"", ""0010"", ""0100"", ""0000"", ""1010""]"
(01)*(10)*,"positive example: [""01"", ""10"", ""0110"", ""010110"", ""1010"", """"],  
negative example: [""0"", ""1"", ""0011"", ""1100"", ""0111"", ""1001""]"
((a*|bb*)b)+,"positive example: [ab, aab, bbb, aabb, aaab], negative example: [a, b, aa, bb, aba]"
b*a*aa,"positive example: [""aa"", ""baa"", ""bbaa"", ""aaa"", ""bbbaaa""], negative example: [""a"", ""b"", ""ab"", ""ba"", ""bba""]"
a(a+b)a,"positive example: [aaa, aba, aaba], negative example: [aa, ab, baa, aab, bbb]"
(ab)+aaa*,"positive example: [abaaa, ababaaaa, ababaaa], negative example: [abaa, aaa, ababa]"
(a|b?)(a*b|b|ba|a*ba),"positive example: [a, b, aa, ab, ba, aab, aba, aaa, aaba], negative example: [bb, baa, abb, bba, aabb, baba, abba, baaa]"
(0+1)*(1+1)*0*,"positive example: [0, 1, 00, 11, 010, 110, 000, 1110, 0110, 1000],  
negative example: [2, 01a, 10b, 0012, 110a, 0112, 100a, 0002, 111a, 0112]"
(a|b)*aa(a|b)*,"positive example: [aa, aaa, baa, aabaa, bbaa], negative example: [a, b, ab, ba, baba]"
(aa|ab|ba|bb)*b,"positive example: [b, ab, bab, aab, bba, aabbab], negative example: [a, aa, aba, baa, aaba, bbba]"
"[ab]a{3,}","positive example: [aaaa, baaaa, aaaaaa], negative example: [aa, aaa, ba, baa]"
(0|1)*(0000),"positive example: [0000, 10000, 110000, 000000, 1110000], negative example: [0, 1, 01, 001, 1111]"
(a*)|(a*baa*)|(baa*),"positive example: ["""", ""a"", ""aa"", ""ba"", ""baa"", ""baaa"", ""aaba"", ""aabaa""],  
negative example: [""b"", ""bb"", ""ab"", ""aba"", ""aab"", ""aabb"", ""bab"", ""baba""]"
(a*|b+)bb*,"positive example: [bb, abbb, bbb, aabbb, b], negative example: [a, ba, aa, ab, bba]"
((aa*)|(a*b*)),"positive example: [a, aa, aaa, ab, aab, abb, aabb], negative example: [b, ba, bb, aba, baa, bab, bba]"
aaa(a)*|(a|b)baaa(a)*,"positive example: [""aaa"", ""aaaa"", ""abaaa"", ""abaaaa"", ""aabaaa"", ""aabaaaa""],  
negative example: [""aa"", ""aab"", ""abaa"", ""baaa"", ""bbaaa"", ""ababaaa""]"
(ab+ba?)(ab+ba)*(aa+bb+ab+ba)*,"positive example: [abab, baba, abba, abaa, babb, ababaa, bababb, abbaab],  
negative example: [a, b, aa, bb, aba, bab, abbb, baaa, ababababab]"
(a|b+)+,"positive example: [a, b, ab, bb, aab, bbb, abab, bbba], negative example: [c, ac, bc, abc, aac, bbc, abbc, baba]"
((aa)+(bb))*,"positive example: [aa, bb, aaaa, bbbb, aabb, aaaabb, aabbbb, aaaabbbb], negative example: [a, b, ab, ba, aba, bab, aab, bba, aaba, bbab]"
0*|1*|(((1*)(01)(0|1)*)((0*)(10)(0|1)*))*,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0010"", ""1101"", ""010101"", ""101010""],  
negative example: [""2"", ""012"", ""102"", ""0012"", ""1102"", ""01012"", ""10102"", ""0120"", ""1021"", ""00120""]"
a*b*|b*a*aaa,"positive example: [aab, bba, aaa, bbb, aabbb, bbaaa, a, b, aa, bb], negative example: [aba, bab, abab, baba, aabba, bbaab, ab, ba, aabbab, bbaaba]"
(0*(11)*0*10*)|(0*),"positive example: [""0"", ""11"", ""110"", ""010"", ""00110"", ""000"", ""1110"", ""100"", ""00100""],  
negative example: [""1"", ""101"", ""111"", ""0111"", ""1001"", ""11011"", ""0101"", ""0001"", ""11111""]"
b*|a*aa,"positive example: ["""", ""b"", ""bb"", ""aaa"", ""aaaa""], negative example: [""a"", ""aa"", ""ab"", ""ba"", ""aab""]"
(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0),"positive example: [010, 110, 11, 00, 10], negative example: [001, 111, 01, 000, 101]"
((a*(bb)*a*)b)+,"positive example: [ab, aab, aabbaab, bbab, aabbaaab], negative example: [a, bb, aaa, b, abab]"
0*1+0*1+,"positive example: [""0101"", ""001101"", ""00011001"", ""1101"", ""01101""], negative example: [""0"", ""1"", ""00"", ""11"", ""010"", ""1010""]"
a*|(a*b*aa)*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""aabaa"", ""aabbaa"", ""baa"", ""bbaabaa""],  
negative example: [""b"", ""ab"", ""aba"", ""aaba"", ""aabba"", ""aabbba"", ""ba"", ""bbaaba""]"
b*aa+,"positive example: [aa, baa, bbaaa, aaa, bbbaa], negative example: [a, ba, bba, b, bbb]"
a*b*|b*a*,"positive example: [""a"", ""b"", ""aa"", ""bb"", ""aab"", ""bba"", ""ab"", ""ba""], negative example: [""abab"", ""baba"", ""aabbcc"", ""abc"", ""bac"", ""abba"", ""baab""]"
"b+a{2,}","positive example: [bbaa, bbaaaa, bbbaaaaa], negative example: [ba, bba, baaa, bbaaab]"
(a+b)*(bab)*(a+b)*,"positive example: [ ""bab"", ""abab"", ""aababba"", ""bbabaa"", ""aabab"" ], negative example: [ ""baa"", ""abba"", ""aaabbb"", ""bba"", ""ababab"" ]"
1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+,"positive example: [ ""1110101"", ""0001010"", ""1"", ""0"", ""0101010"", ""111"", ""000"", ""10101"", ""01010"", ""1010101"" ], negative example: [ ""2"", ""a"", ""1102"", ""01a0"", ""10102"", ""000a"", ""1112"", ""010a"", ""101a0"", ""0102"" ]"
(0+(10)+)*|(1+(01)*0+1+)*|1*|0*,"positive example: [""0"", ""10"", ""010"", ""1010"", ""111"", ""000"", ""1101"", ""01010"", ""00101"", ""1"", ""01"", ""001"", ""0001"", ""1001""],  
negative example: [""2"", ""11"", ""00"", ""101"", ""0110"", ""100"", ""0011"", ""1100"", ""0101"", ""1110"", ""0000"", ""10101"", ""01101""]"
a*b(a*ba*ba*b)*a*,"positive example: [aba, aabaa, aababaa, b, aabbaa], negative example: [a, ab, aa, aaba, aabab]"
a*ba*((ab|ba|b)b)*a*,"positive example: [ba, aba, bba, abba, ababba, baba, ababaa], negative example: [a, b, ab, bb, bab, abab, bbaa]"
a*b(a|(bb|aba))*,"positive example: [""ba"", ""aba"", ""bbba"", ""aababba"", ""bbababa""], negative example: [""b"", ""ab"", ""aab"", ""bba"", ""abab""]"
(abb)*,"positive example: [abb, abbabb, abbabbabb], negative example: [a, ab, b, abba, abab]"
(a)(a*)*(b*)*(a*)*,"positive example: [aa, aab, aaba, aabaa, b, a], negative example: [abab, abaab, baab, baba, abba]"
(ab)*(b+b+)(ab)*,"positive example: [abbbab, ababbbab, bbab, bbbab], negative example: [ab, abab, abb, b, a]"
1|((0|1)*1(0|1)1*0*),"positive example: [1, 0110, 11010, 1110, 001100], negative example: [0, 010, 1001, 000, 10101]"
((b*)(a)(a)(a*))*,"positive example: [""baaa"", ""baaaa"", ""baa"", ""bbbaaa"", ""baaabaa""],  
negative example: [""b"", ""a"", ""bb"", ""ab"", ""ba""]"
(1*01*01*101*)*1*,"positive example: [""101101"", ""1101101"", ""10101101"", ""1010101"", ""10110101""], negative example: [""1011001"", ""110101"", ""10101001"", ""101100"", ""1010110""]"
(aa*|bb*)aaa+,"positive example: [aaa, aaaaa, baaa, bbaaa, aaaaaa], negative example: [aa, bb, aab, bba, aabaa]"
(0(1+(0*1+)*)*0)*,"positive example: [00, 0100, 01100, 010100, 0110100], negative example: [0, 01, 010, 0110, 01010]"
(a*b*b)|(a*),"positive example: [""aab"", ""bb"", ""a"", ""aaab"", """"], negative example: [""ba"", ""aba"", ""abab"", ""baba"", ""abba""]"
a*b*(aa)*b*,"positive example: [a, ab, aab, aabb, aaaab, b, bb, aaaabbb], negative example: [ba, aba, aaba, abab, aabba, bbaa, aabbaa]"
a*|b+(a*|bb*),"positive example: [""a"", ""aa"", ""b"", ""ba"", ""bba"", ""bbba"", ""ab"", ""aab"", ""baba"", ""bbaa""],  
negative example: [""c"", ""ac"", ""bc"", ""abc"", ""aac"", ""bbbc"", ""abab"", ""aabbc"", ""baaac"", ""bbabc""]"
(bab)*a*b*(bab)*,"positive example: [bababab, babaab, bababbab, aab, bbab],  
negative example: [aba, bbaa, babababa, abab, babaaba]"
(1+0+1+)*|(0+1+0+)*,"positive example: [101, 010, 101010, 010101, 1010, 0101], negative example: [1001, 0110, 1100, 0011, 10001, 01110]"
b*a(a|b)aaa*,"positive example: [baaaaa, bbaaaa, aaaaa, baaabaaa], negative example: [baa, abaa, bbaa, aaa]"
(0)*(1+)*(0)*,"positive example: [""0"", ""1"", ""00"", ""11"", ""001"", ""110"", ""0011"", ""1100"", ""000111000""],  
negative example: [""01"", ""10"", ""010"", ""101"", ""0110"", ""1001"", ""0101"", ""1010"", ""00101100""]"
bb*|a*|b*,"positive example: [b, bb, a, aa, bbb], negative example: [ab, ba, aba, bba, aab]"
((a+b)(a+b))*,"positive example: [aa, ab, ba, bb, aaaa, abab, baba, bbbb, aabbaa], negative example: [a, b, aba, baa, abb, bba, aab, bbb, aabba]"
(a|bb)*|(b|bb)*,"positive example: [a, bb, abba, b, bbb, aabb, bbba], negative example: [ab, ba, aba, bbaa, aab, baba]"
((ab)*(a|b)(a|b)|(ba)*(a|b)(a|b)),"positive example: [abba, aba, baa, baab, abab], negative example: [a, b, abb, bba, aaab]"
(bb)*a*ba*(bb)*(ab)*,"positive example: [bbab, bbaaab, bbabbb, bbaaabbb, bbabab], negative example: [ab, bba, aab, bbba, bbaa]"
0*(1(11)*|0*),"positive example: [""0"", ""1"", ""000"", ""111"", ""0111"", ""00111"", ""0001"", ""000111""],  
negative example: [""01"", ""10"", ""011"", ""101"", ""0010"", ""1101"", ""00010"", ""1110""]"
a*|(?:a*|b+([a]{2})+)*,"positive example:["""", ""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""baa"", ""bbaa"", ""aabbaa""], negative example:[""ab"", ""aba"", ""ba"", ""baba"", ""aab"", ""aaab""]"
a*(b+a)*(bb+b)*(b+a)*,"positive example: [ab, aab, bba, aaabba, abba, bbb, aabbaa], negative example: [baa, aba, baba, aaba, baaa, bbaa, aabab]"
b+,"positive example: [b, bb, bbb, bbbb], negative example: [a, ab, ba, bbaa]"
(((a|b)a*b)((a|b)a*ba)*)?,"positive example: [ba, bba, baba, baab, baaab, bbaab, babaab, baaabab], negative example: [a, b, aa, ab, bb, aab, abb, bbb, aaa, aba, bab, baaa, babb, abab, bbaa, bbbab]"
b*,"positive example: ["""", ""b"", ""bb"", ""bbb""], negative example: [""a"", ""ab"", ""ba"", ""baba""]"
a(a|b)*a,"positive example: [aa, aba, abba, aaa, ababa], negative example: [a, b, ab, ba, bab]"
(a|b)*bb*b(a|b)*,"positive example: [abbbba, bbba, abbbab, bbbbaa, aabbba],  
negative example: [aba, baba, aabaa, bbaa, abab]"
0*,"positive example: ["""", ""0"", ""00"", ""000""], negative example: [""1"", ""01"", ""10"", ""001""]"
1(1?)|0*,"positive example: [1, 11, 0, 00, 000], negative example: [2, 01, 10, 111, 001]"
0*(1+0*1+)*|(0+1*0+)*,"positive example: [0, 1, 01, 001, 010, 0001, 1010, 0000, 1001, 0010],  
negative example: [11, 00, 101, 110, 0110, 111, 00011, 10001, 1100, 0111]"
(a*([b](bb)*)a*)?,"positive example: ["""", ""a"", ""aa"", ""b"", ""bbb"", ""abba"", ""aabbaa"", ""abbbba"", ""aaa""],  
negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""abab"", ""bab"", ""bbab"", ""aababaa""]"
(ab+aa+bb+ba)*(a+b)*,"positive example: [ab, aa, bb, ba, a, b, abaa, baba, aab, bba, abab, aaaa, bbbb, abba, baaa],  
negative example: [aba, abb, aabab, bbba, ababab, aabba, bbaa, abbba, aaab, bbbaa]"
((b)(a)+)|((bbb)+(a)*),"positive example: [ba, baa, baaa, bbb, bbba, bbbaa], negative example: [a, bb, baba, bbbab, bbbaaaab]"
(a*b*a+)|(a+b*a*),"positive example: [aaaabba, aabaa, abbaa, aabba, aaaa], negative example: [abab, baba, abaab, baab, bbaa]"
(a+b)*b*(a+b)*,"positive example: [ab, ba, b, aab, bba, abab, baba, aabb, bbaa], negative example: [aaa, bbb, a, baa, abb, aaaab, bbbba, aaab, bbba]"
(b)+(a)+(a)*,"positive example: [baa, baaa, bbaa, bbbaaa], negative example: [b, a, ab, ba, bba, aaa]"
1(0*|1)1,"positive example:[101, 111, 1001, 11], negative example:[001, 110, 010, 000]"
"(aa|bb|ab|ba)*a{3,}","positive example: [aaa, bbaaa, ababaaa, baaaaa], negative example: [aa, bb, abab, baba]"
0*1*0*1*,"positive example: [""00110011"", ""0110"", ""000111"", ""1010"", ""000111000111""],  
negative example: [""0101"", ""101"", ""1100"", ""00110"", ""111000""]"
(0|1)*01(0|1),"positive example:[010, 00101, 10110, 000101, 110101], negative example:[0, 1, 00, 11, 0101, 1010]"
(a|b)a*|b*aaa*,"positive example: [""a"", ""b"", ""aa"", ""ba"", ""aaa"", ""baa"", ""b"", ""bb"", ""bbaa"", ""bbaaa""], negative example: [""ab"", ""baab"", ""aab"", ""aba"", ""bbab"", ""bbba"", ""aabaa""]"
(001)|(10101)|(110),"positive example: [001, 10101, 110], negative example: [000, 111, 1001]"
0*1+0*1+0*,"positive example: [""01010"", ""001100"", ""000111000111"", ""0110110""], negative example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0011"", ""1100"", ""000111"", ""111000""]"
a*|(b*aa)*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""baa"", ""bbaabaa""],  
negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""bbba"", ""baab""]"
ab(ab|aa|ba|bb)*(aaa)*,"positive example: [ab, abab, abaa, abba, abbb, abaaa, ababaaa, abaabaaa, abbaaaa],  
negative example: [a, b, aba, abb, aaa, ababa, ababb, abaaaaa, abbaaab]"
0*|1*|((0+1+0)*(1+0+1)*)*,"positive example: ["""", ""0"", ""1"", ""000"", ""111"", ""010"", ""101"", ""010101"", ""101010"", ""000111"", ""111000"", ""010101010"", ""101010101""],  
negative example: [""01"", ""10"", ""0011"", ""1100"", ""01011"", ""10100"", ""010010"", ""101101""]"
(a)*(aa*)|(bb)*b|a+,"positive example: [a, aa, aaa, b, bb, bbb, ab, aab, aabb], negative example: [ba, abab, baba, abba, aaaaab]"
a*b*a*aaa,"positive example: [aaaaa, bbaaaa, aabaaaa, aaaa, abbaaaa], negative example: [aab, bba, abab, aaab, bbba]"
(((1*)+)+)|0*,"positive example: [""0"", ""00"", ""000"", ""1"", ""11"", ""111"", ""1111"", ""11111"", ""101"", ""110"", ""1110"", ""11110""], negative example: ["""", ""2"", ""01"", ""10"", ""011"", ""1101"", ""1010"", ""11101""]"
a*(b+a)*(bb)*(bbb)*(b+a)*,"positive example: [aabbb, ababbb, aabbbbb, bbb, aabbaabbb], negative example: [aa, ab, ba, aabbaa, bbbb]"
(a*)(b(a*)(b(a*)b))*,"positive example: [""abab"", ""aabbaab"", ""bb"", ""aaabaaabaaab"", ""b""],  
negative example: [""a"", ""aba"", ""baa"", ""abbaa"", ""ababababab""]"
