Attempt Regex,DeepSeek Output
bbb*aaaa*,"positive example: [bbaaaa, bbbaaaaa, bbbbaaaa], negative example: [ba, bba, bbaa, baaa, bbaaaa]"
(aa+|bb+|ba+|ab+)+aaa,"positive example: [aaa, bbaaa, aabaaa, bbaabaaa, abbaaa], negative example: [aa, bb, ba, ab, aab, bba, aba, bbb]"
(((a|b)(a*)ba)*)|((a|b)(a*)b),"positive example: [aba, aabaa, bba, abba, aaabaa], negative example: [a, b, aa, bb, abab]"
(b+aa+aaa)*,"positive example: [b, aa, aaa, baa, baaa, aab, aaaab, baaab, baaaaa],  
negative example: [a, ab, aaaa, baba, aaabaa, aabaa, bba, bbaaa]"
a*b*(baa)+b,"positive example: [baab, aabaaab, baaab], negative example: [aab, bba, abaab]"
(a*ba*ba*)*a*ba,"positive example: [aba, ababa, abababa, aabaaabaaaba, baba], negative example: [ab, aab, baa, aaabaa, ababab]"
(a|b)(baa)+b,"positive example: [abaaab, bbaaab, abaaabaaab, bbaaabaaab], negative example: [ab, bb, abaab, bbaab, abaa, bbaa]"
"((ba{2,}){1,2}|a{1,}){1,}","positive example: [baa, baaaa, a, baaabaa, aa], negative example: [b, aba, baaaab, baaaaba, baaabaaa]"
(a)*(baa)*a*(baa)*,"positive example: [""a"", ""baa"", ""abaa"", ""aaa"", ""baabaa"", ""aabaa"", ""baaaa""],  
negative example: [""b"", ""ab"", ""ba"", ""aba"", ""baab"", ""aaba"", ""baaba""]"
(0|1)(0|1)(0|1),"positive example: [000, 001, 010, 011, 100, 101, 110, 111], negative example: [00, 01, 10, 11, 0000, 1111, 0011, 1100]"
((0+(0|1)*0+)*)|((1+(0|1)*1+)*),"positive example: [000, 111, 01010, 10101, 000111000],  
negative example: [01, 10, 0011, 1100, 0101]"
a(a|b)+b,"positive example: [aab, abb, aabab, abbb], negative example: [ab, aa, bb, aba]"
(aaa)|(aba)a*b*,"positive example: [aaa, aba, aab, aaab, abbb, aaaab, abbbb], negative example: [aa, ab, bbb, aabb, abab, ba, bb]"
aaa,"positive example: [aaa], negative example: [aa, a, aaaa, bbb, abc]"
00|01|10|11|111|110|100|000|001|011|101,"positive example: [00, 01, 10, 11, 111, 110, 100, 000, 001, 011, 101],  
negative example: [0, 1, 0011, 010, 1100, 1111, 0000, 1010, 0110, 1001]"
b(abb|bab|bba|a)*|(abb|bab|bba|a)*b|(aba|baa|aab),"positive example: [b, abb, bab, bba, a, babb, bbab, bbba, ba, aba, baa, aab, babbab, bbbabba, baab, bbbaab],  
negative example: [ab, bb, aa, abab, baba, bbbb, aaaa, abba, baaa, aabb, abbb, bbaa, ababab, bbbaaa]"
(a)*(aa*)(bb)*b,"positive example: [ab, aab, aabb, aaab, aaabb, aaaabbb], negative example: [b, ba, aba, aaba, aabba, aaaabbbb]"
((11)*10*),"positive example: [110, 11110, 1111100, 10, 11000], negative example: [01, 111, 1001, 1011, 1101]"
1+(0+1)*1*|0+(1+0)*0*,"positive example: [1, 11, 101, 110, 1001, 0, 00, 010, 0010, 1010],  
negative example: [01, 10, 001, 100, 0110, 0001, 1110, 1011, 0101, 1100]"
(a|bb|abab|bab|baba)*b(a|bb|abab|bab|baba)*,"positive example: [ ""bab"", ""bbab"", ""ababb"", ""bababab"", ""babaabab"" ], negative example: [ ""a"", ""bb"", ""abab"", ""baba"", ""bbaa"" ]"
(a*(bbb*))*,"positive example: [abbb, aabbb, abbbaabbb, aaaabbb, bbb], negative example: [a, b, ab, bba, aaab]"
(0*(10*1)*0*1(10*1)*0*),"positive example: [""0101"", ""001001"", ""1001"", ""0100101"", ""00010001""],  
negative example: [""0"", ""1"", ""01"", ""10"", ""00100""]"
(((a|b)a*b)|((a|b)a*ba)*),"positive example: [a, b, aa, ab, ba, aab, aba, baa, bab, aaba, abaa, abab, baaa, baab, baba, aabaa, aabab, abaab, ababa, baaaa, baaab, baaba, babaa, babab],  
negative example: [bb, aaa, abb, bbb, aaaa, aabb, abbb, bbbb, aaaaa, aaabb, aabbb, abbbb, bbbbb, aaaaab, aaaabb, aaabbb, aabbbb, abbbbb, bbbbbb]"
(0*1|1(11)*|10*|1(101)*),"positive example: [0, 1, 11, 101, 1111, 10101, 1001, 1101], negative example: [00, 01, 10, 100, 110, 1010, 1110, 1011]"
((11)*1),"positive example: [1, 111, 11111], negative example: [11, 1111, 111111]"
0*|(11)+0*|0*(11)+|10*1|(1010)*|(0101)*,"positive example: [""0"", ""00"", ""11"", ""1111"", ""0011"", ""1100"", ""101"", ""1001"", ""1010"", ""0101"", ""101010"", ""010101""], negative example: [""1"", ""01"", ""10"", ""011"", ""110"", ""1011"", ""1101"", ""010"", ""10101"", ""01010""]"
a*b*(baa)a*b*b,"positive example: [baa, aabaa, aabaaab, bbaa, aabbaab], negative example: [ab, aab, bba, aabab, baba]"
0(0(0|1)*0)*0,"positive example: [0000, 00100, 01010, 0001000], negative example: [0, 00, 010, 00010]"
0|(010)*|(10101)*,"positive example: [0, 010, 10101, 010010, 1010110101, 0, 0101010101],  
negative example: [1, 00, 0110, 1010, 0101, 101010, 0101010]"
a*,"positive example: ["""", ""a"", ""aa"", ""aaa""], negative example: [""b"", ""ab"", ""ba"", ""aab""]"
(a|b)+(baa)a*b,"positive example: [abbaab, aabaaab, bbaaab, abbaaab, bbaaaab], negative example: [abab, aab, bba, aabab, bbaa]"
0*|(11)+0*|0*(11)+,"positive example: [""0"", ""00"", ""11"", ""1111"", ""0011"", ""1100"", ""000011"", ""110000""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""0110"", ""11101"", ""00101"", ""1101""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001, 1010010, 1010111, 1010100, 1011101, 1011110, 1011011, 1011000, 1001001, 1001010, 1001111],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 0000, 10101, 11011, 11110, 00000, 1010101, 110011, 111111, 000000, 10101010, 1100110, 1111111, 0000000]"
(baa)*a*,"positive example: [""baaa"", ""a"", ""baabaaa"", ""baaaaaa"", ""aa""],  
negative example: [""b"", ""ba"", ""baab"", ""baaab"", ""baaaaab""]"
(0*)|(((0+)1(0+))*),"positive example: ["""", ""0"", ""000"", ""010"", ""00100"", ""0001000""],  
negative example: [""1"", ""01"", ""10"", ""0011"", ""1001"", ""1010""]"
a*b*bb,"positive example: [abb, aabbb, bbb, aaabbb], negative example: [ab, aab, bb, aabb]"
a*b+ba*b+b,"positive example: [abba, aabba, bba, aaabba, ababba], negative example: [a, b, aba, abab, baba]"
00*(0+1)*0*0,"positive example: [0000, 010, 00100, 00010, 0010], negative example: [01, 10, 0011, 100, 110]"
a*|(bb)*|a*(bb)*a*,"positive example: ["""", ""a"", ""aa"", ""bb"", ""aabb"", ""bbbb"", ""aaa"", ""aabbaa""], negative example: [""b"", ""ab"", ""ba"", ""aba"", ""bba"", ""bab"", ""aab"", ""baa""]"
a+b+a+b+aaa+a,"positive example: [""aabbaaaaaa"", ""aaabbaaaaa"", ""abbaaaaaa""], negative example: [""abab"", ""aaabba"", ""aabbaa""]"
(a|b)*aaa(b)*,"positive example: [aaa, aaaaa, baaa, bbaaab, abaaa], negative example: [aa, abab, bba, aab, babab]"
(0*(0*10*10*)0*10*),"positive example: [""01010"", ""0010100"", ""00010010"", ""010010"", ""000101000""],  
negative example: [""0"", ""00"", ""000"", ""010"", ""00100""]"
a*b(a|(bb)|bab)*,"positive example: [ ""ba"", ""abab"", ""bbbab"", ""aabbba"", ""bababab"" ], negative example: [ ""a"", ""bb"", ""aba"", ""baa"", ""abbaa"" ]"
(a)*(b)(aa)(a)*,"positive example: [baa, abaa, aabaaa, aaaaabaa], negative example: [a, b, aba, aab, aaab, aabaaab]"
(a*ba*b)*ba*,"positive example: [ba, abab, abba, aabaa, baba], negative example: [a, b, aa, bb, abbaa]"
(aaa(a*b*)*)+(aba(a*b*)*),"positive example: [aaaaa, aaab, aaaabba, aba, abab, abaaab], negative example: [a, aa, ab, b, bb, aab, abb, abba]"
(a|bb|abab|bab|baab)*b(a|bb|abab|bab|baab),"positive example: [ ""bb"", ""ababb"", ""baabb"", ""bababab"", ""baabbaab"", ""ababbaab"", ""bbaab"", ""ababababb"" ], negative example: [ ""a"", ""bbab"", ""ababa"", ""baaba"", ""ababab"", ""babab"", ""baabab"", ""ababba"" ]"
(a)*bb(b)*,"positive example: [bb, abb, bbb, aabbb, abababbb], negative example: [a, b, ab, ba, aba]"
(a+b)*(bab)(b+a)*,"positive example: [bab, abab, babba, aababaa, bbabbb], negative example: [aa, bb, aba, bba, aabb]"
a*(b+b+)a*,"positive example: [""aabbaa"", ""bb"", ""abba"", ""aaabba"", ""bbaaa""], negative example: [""a"", ""aba"", ""aabaa"", ""ba"", ""abab""]"
0*1(10*1)*(0*(11)*),"positive example: [01, 011, 01101, 011011, 0011011, 00011101],  
negative example: [0, 1, 10, 110, 0110, 00110]"
a*(bba*)*,"positive example: [""a"", ""aa"", ""bba"", ""bbaa"", ""abba"", ""aabbaa"", ""bbabba"", ""bbaaa""],  
negative example: [""b"", ""ab"", ""ba"", ""bab"", ""bb"", ""bbab"", ""abab"", ""aab""]"
a*((baa)*)+,"positive example: [a, aa, baa, baaabaa, aabaa], negative example: [b, ab, ba, baaa, baaab]"
(bb+|b+b)*a*(bb+|b+b)*a*,"positive example: [bbba, bbaa, bba, bbaab, bbbaabba], negative example: [a, aa, aaa, b, bb, bbb]"
(a*(b)((a)*bb)*(a)*),"positive example: [""aabbaa"", ""baabba"", ""aaabbba"", ""bba"", ""aabbbaa""],  
negative example: [""abab"", ""baba"", ""aababba"", ""aaabab"", ""bbabba""]"
a*b,"positive example: [ab, aab, aaab, b], negative example: [ba, aba, a, aa, aaa]"
0(0*11*0)*(0?)|1(1*00*1)*(1?)|0*|1*,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0011"", ""1100"", ""000"", ""111"", ""001100"", ""110011"", ""0000"", ""1111""],  
negative example: [""01"", ""10"", ""011"", ""100"", ""001"", ""110"", ""0101"", ""1010"", ""0110"", ""1001"", ""00101"", ""11010""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 0000, 0110, 10101, 11110, 00001, 01010, 111111]"
0*((10*)|(10*)),"positive example: [""0"", ""00"", ""10"", ""010"", ""0010"", ""100"", ""0100"", ""00010""],  
negative example: [""1"", ""01"", ""11"", ""101"", ""011"", ""110"", ""0011"", ""1010""]"
(ba*bb)*|(bba*b)*|a*,"positive example: [bb, babb, bbb, a, aa, bbaab, bbbaab, bbbbb], negative example: [ab, baba, bbaa, bab, bbba, bbaaab]"
(((a|b)a*ba)*(a|b)a*b)?,"positive example: [ ""aab"", ""baab"", ""aabaab"", ""babaab"", ""aabbaab"", ""ba"", ""aabab"", ""baabab"" ],  
negative example: [ ""ab"", ""bba"", ""aabba"", ""baa"", ""aba"", ""bb"", ""aabb"", ""baaba"" ]"
(ba+a+)*,"positive example: [baa, baaa, baaabaa, baaabaaa, baaabaaabaa], negative example: [ba, b, a, abaa, baba, baaab]"
((0*10*)(0*10*))*,"positive example: [""10"", ""010"", ""1010"", ""010010"", ""001100""],  
negative example: ["""", ""0"", ""00"", ""000"", ""0000""]"
(00*)|(11*)|(11*0*11*)*|(00*1*00*)*,"positive example: [0, 1, 00, 11, 000, 111, 110, 001, 1111, 0000, 11011, 00100],  
negative example: [01, 10, 010, 101, 0110, 1001, 0011, 1100, 0101, 1010]"
a*b(a*b(a)*b(a)*)*,"positive example: [aba, ababa, abababa, aabba, aababba], negative example: [ab, aa, bb, aab, baba]"
(a*|(baa)),"positive example: [""a"", ""aa"", ""aaa"", ""baa""], negative example: [""b"", ""ab"", ""aba"", ""aab"", ""ba""]"
a*(bbb*)*a*(bbb*)*a*,"positive example: [""a"", ""bb"", ""aaabbb"", ""abbbba"", ""aaabbbaaabbb""], negative example: [""b"", ""ab"", ""ba"", ""abab"", ""bbabba""]"
(a*baaa*)*,"positive example: [baaa, abaaa, aabaa, aaabaa, baaabaaa], negative example: [ba, abaa, aaba, aaab, baaabaa]"
(0|1)((0|1)+),"positive example:[00, 11, 010, 101, 1101], negative example:[0, 1, 0110, 11111, 00000]"
a*b(a|b{2})*,"positive example: [""ab"", ""aab"", ""abbb"", ""aaab"", ""aabbb"", ""abab"", ""aabbab""], negative example: [""ba"", ""b"", ""aba"", ""aa"", ""bb"", ""aaba"", ""abba""]"
(a?)*(bb|bbb)*(a?)*,"positive example: [""a"", ""bb"", ""aaa"", ""bbbbb"", ""aabbbaa"", ""bbaa"", ""aaabbb"", ""abba"", ""baab""],  
negative example: [""b"", ""aba"", ""bab"", ""aabab"", ""bbaab"", ""bbab"", ""abab"", ""baaab"", ""abbba""]"
((bb)*a*)*,"positive example: [bb, a, bba, bbaa, bbbbaa], negative example: [ab, baba, baab, abba, aabba]"
(ba*ba*ba*)*,"positive example: [bb, bababab, bbaabbaa, baaabaaabaaa], negative example: [a, ba, baba, baaabaaab]"
(a)*(ba*b)*b,"positive example: [ab, aab, b, baab, aaabaaab], negative example: [aba, bba, a, baba, aaba]"
0+0*|0+1*|1+0*|1+1*,"positive example: [""0"", ""00"", ""01"", ""1"", ""11"", ""10"", ""000"", ""001"", ""011"", ""111"", ""100"", ""110""],  
negative example: [""2"", ""a"", ""01a"", ""1010a"", ""b"", ""abc"", ""0012"", ""11a"", ""10b"", ""000c""]"
ab,"positive example:[ab, aba, abb], negative example:[a, b, aa, bb, ba]"
(a)*b((a*)(bb))*,"positive example: [ab, aab, aaab, abb, aabb, aabbb, aaabbb, aabbbbb], negative example: [b, ba, baa, baaa, aba, aaba, baba, aabab]"
a*(baa)*a*,"positive example: [""a"", ""aa"", ""baa"", ""abaa"", ""aaabaa"", ""baaaaa"", ""aaa""],  
negative example: [""b"", ""aba"", ""ba"", ""aab"", ""baab"", ""baaaaab"", ""abaaaab""]"
(a*|(bb)*)*b(a*|(bb)*)*,"positive example: [b, ab, bba, aab, bbb, aaab, bbba, aaaab, bbbba],  
negative example: [a, bb, aa, bbb, aaa, bbbb, aaaa, bbbbb, aaaaa]"
((0)*1(0)*1(0)*)*,"positive example: [01010, 110, 1010101, 1010], negative example: [0, 1, 0110, 100]"
1|0|(01*0)*|(10*1)*,"positive example: [0, 1, 00, 11, 010, 101, 01010, 10101], negative example: [001, 110, 0101, 1010, 01001, 10110]"
(0(0*11*00*)*)|(1(1*00*11*)*)?,"positive example: [""0"", ""1"", ""011"", ""100"", ""001100"", ""110011"", ""0001100"", ""1110011""],  
negative example: [""01"", ""10"", ""001"", ""110"", ""0001"", ""1110"", ""00110"", ""11001""]"
((0*011*100*)*)|((1*100*011*)*)|(0*)|(1*),"positive example: [""0"", ""1"", ""011100"", ""1100011"", ""000"", ""111"", ""011100011100"", ""110001101100""], negative example: [""01"", ""10"", ""0110"", ""1001"", ""0011"", ""1100"", ""011001"", ""100110""]"
a*bbb*,"positive example: [abbb, aabbb, bbb, aaabbb, abbbb], negative example: [abb, aab, b, aaa, bb]"
(0(0|1)*0)|(1(0|1)*1)?,"positive example: [00, 11, 010, 101, 00100, 11011], negative example: [0, 1, 0101, 1010, 0011, 1100]"
(a|aa|bb|bba|abb|bab|abab)*(b|ba|ab),"positive example: [ab, b, ba, abb, bab, abab, aab, bba, ababab, baba], negative example: [aa, bb, aaa, bbb, abba, bbab, abbaa, bbaa, abbb, aabb]"
a*b(a*|bb|ba*b),"positive example: [""ba"", ""ab"", ""aab"", ""bb"", ""baab"", ""aaab"", ""baaab""], negative example: [""b"", ""a"", ""aba"", ""bba"", ""bab"", ""aaba"", ""baa""]"
((b)(a{2})a*)|(a*(b)(a{2})a*),"positive example: [""baa"", ""baaa"", ""abaa"", ""aabaa"", ""baaaa""], negative example: [""b"", ""ba"", ""a"", ""aa"", ""aaa""]"
(a|aa|bb|bba|abb|bab|abab)*(b(a)*|ba|ab|(b(a)*)),"positive example: [a, aa, bb, bba, abb, bab, abab, ba, ab, baa, baaa, bbaa, abba, baba, ababba],  
negative example: [b, aaa, bbb, babaab, aab, bbbaa, abbb, bbaab, ababab, babaabab]"
(0*(10*1)0*)*,"positive example: [""0"", ""11"", ""010"", ""1010"", ""00011000"", ""0101010"", ""1010101"", ""000101000""],  
negative example: [""1"", ""01"", ""10"", ""00100"", ""1001"", ""01001"", ""101"", ""11011""]"
(a)*(b)((a)*(bb)*)*,"positive example: [ab, aab, abb, aabb, aaabbb, abab, abbb], negative example: [b, ba, a, baa, abbaa, aba, bba]"
a*b|a*ba*(bb)*a*,"positive example: [""ab"", ""aab"", ""aaab"", ""aba"", ""aaba"", ""aaaba"", ""abba"", ""aabba"", ""aaabba"", ""abbba"", ""aabbba"", ""aaabbba""],  
negative example: [""b"", ""ba"", ""bba"", ""bbba"", ""a"", ""aa"", ""aaa"", ""bab"", ""abab"", ""aabb"", ""aabbb""]"
(a*|b*)baa+b,"positive example: [baaab, baaaab, abaaab, bbaaab, baaab], negative example: [baab, baa, abab, bbaab, aab]"
1|11|(1*01*01*01*)*,"positive example: [""1"", ""11"", ""10101"", ""11010101"", ""101010101""],  
negative example: [""0"", ""01"", ""1001"", ""1010101"", ""1101101""]"
(aba)|(aaa),"positive example: [aba, aaa], negative example: [ab, aa, aab, baa, aaba]"
(b*|a+ab*|aa+b*)(b*|aa+b*|a+ab*)(b*|aa+b*|a+ab*),"positive example: [bb, aab, aaaab, bbb, aabbb, aaaabbb], negative example: [a, aba, abab, baba, aaabba, abbba]"
"[ab]a{2,}","positive example: [aaa, baa, aaaa, baaa, aaaaa], negative example: [a, b, aa, ba, ab]"
0(0*11*0)*|1(1*00*1)*|0*|1*,"positive example: [0, 1, 00, 11, 0110, 1001, 000, 111, 001100, 110011],  
negative example: [01, 10, 001, 110, 0101, 1010, 011, 100, 0001, 1110]"
(a|bb)*(b)(a|bb)*,"positive example: [ab, bba, bbab, bbaa, abba], negative example: [a, bb, aa, bbbb, aba]"
a?(a|bb)*,"positive example: ["""", ""a"", ""bb"", ""aa"", ""abb"", ""bba"", ""bbbb"", ""aabb"", ""abba""], negative example: [""b"", ""ab"", ""ba"", ""bab"", ""bbb"", ""aab"", ""baba""]"
(a?)*(bb|bbb|abb|bba)*(a?)*,"positive example: [""a"", ""bb"", ""abb"", ""bba"", ""aabb"", ""bbaa"", ""abba"", ""bbba"", ""aabba"", ""bbaaa""],  
negative example: [""b"", ""ab"", ""ba"", ""aba"", ""bab"", ""abab"", ""baba"", ""ababab"", ""bababa"", ""abababa""]"
0*10*(11)*0*,"positive example: [""0"", ""1"", ""10"", ""0110"", ""0001000"", ""10110"", ""0001100""],  
negative example: ["""", ""11"", ""011"", ""110"", ""111"", ""0011"", ""0111""]"
(0+1+0+)*|(1+0+1+)*,"positive example: [010, 101, 01010, 10101, 0101010, 1010101], negative example: [0, 1, 00, 11, 001, 110, 0101, 1010, 00100, 11011]"
"(a*b?a{2,})*","positive example: [""aabaa"", ""baa"", ""aaaa"", ""aabbaa"", ""aa""], negative example: [""b"", ""ab"", ""aba"", ""aab"", ""ba""]"
"(a*|ba{2,})","positive example: [""a"", ""aa"", ""aaa"", ""baa"", ""baaa"", ""baaaaa""], negative example: [""b"", ""ba"", ""ab"", ""aab"", ""bbaa"", ""aba""]"
0*1(0*10*1)*,"positive example: [""01"", ""0101"", ""00101"", ""000101"", ""01000101""],  
negative example: [""0"", ""1"", ""10"", ""0010"", ""000100""]"
(0*(1)0*(1))|(0*),"positive example: [""01"", ""001"", ""0001"", ""11"", ""0101"", ""000010"", ""0"", ""00"", ""000""],  
negative example: [""10"", ""100"", ""110"", ""1010"", ""2"", ""12"", ""21"", ""0012"", ""0110""]"
(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*,"positive example: [""110011"", ""11110111"", ""101111"", ""111110111"", ""110111011""], negative example: [""1110"", ""0111"", ""1010"", ""0001"", ""111111""]"
(0*1(0*10*1)*),"positive example: [01, 011, 0101, 0011, 000101], negative example: [0, 1, 10, 110, 0010]"
0*10*1(11)0*,"positive example: [010110, 00101100, 100110], negative example: [0, 1, 001100, 101010]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 000, 0011, 0101, 0110, 10001, 10100, 11000, 11110, 00000, 00101, 01010, 01100, 100001, 101000, 110000, 111100, 000000, 001010, 010100, 011000]"
(1*(101)*1*)|(0*(010)*0*),"positive example: [""1"", ""101"", ""111"", ""010"", ""000"", ""11011"", ""00100"", ""10101"", ""01010""],  
negative example: [""11"", ""00"", ""1001"", ""0110"", ""1010"", ""0101"", ""1111"", ""0000"", ""11001""]"
(a*(bb+))*,"positive example: [abba, abbbb, aabbaa, aabbbba, abbbbaabbb], negative example: [a, b, aa, ab, bbb]"
(1*01*01*01*01*)*,"positive example: [""10101010"", ""110110110110"", ""01010101010101"", ""1110111011101110"", ""0000000000""],  
negative example: [""1010101"", ""11011011011"", ""010101010101"", ""111011101110111"", ""000000000""]"
((10*)10*)*,"positive example: [1010, 101010, 10101010, 110, 11010], negative example: [1, 0, 100, 1100, 1011]"
(a*)|(baa+)|(a*baa+),"positive example: [a, aa, baa, baaa, aaa, aabaa, aabaaa], negative example: [b, ba, aba, aaba, baba, abaa, baaaaa]"
(a*|b*)*baaa*b+,"positive example: [baaaab, baaaabbb, aabaaaab, bbaaaab, baaaabbbbb], negative example: [baa, baaa, abaaa, bbaa, baaaabba]"
((0|1)(0|1)(0|1)),"positive example:[000, 001, 010, 011, 100, 101, 110, 111],  
negative example:[00, 01, 10, 11, 0000, 1111, 0101, 1010]"
(0(0*1*)*0|1(0*1*)*1)?,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0011"", ""1100"", ""000111"", ""111000""],  
negative example: [""01"", ""10"", ""011"", ""100"", ""0010"", ""1101"", ""00010"", ""11101"", ""0101"", ""1010""]"
1|0|(1+(0*1*)*1+)|(0+(1*0*)*0+),"positive example: [""1"", ""0"", ""11"", ""00"", ""101"", ""010"", ""1110"", ""0001"", ""11011"", ""00100""],  
negative example: ["""", ""2"", ""01a"", ""10b"", ""abc"", ""123"", ""1102"", ""0011a"", ""10101b"", ""0000c""]"
(aa|bb)*b,"positive example: [b, aab, bbb, aabbb, bbaab], negative example: [a, aa, bb, aaa, bbba]"
(((a|b)a*b)|(((a|b)a*ba)*))?,"positive example: [ab, aab, ba, baaab, aba, ababa, baba, aababa], negative example: [a, b, aa, bb, abab, baa, abba, babab]"
