Short Description,regex,Attempt Regex,ChatGPT Output
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*)|((0+1+0+)*|(1+0+1+)*),"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""000"", ""111"", ""01010"", ""10101""],  
negative example: [""01"", ""10"", ""011"", ""100"", ""0011"", ""1100"", ""0101"", ""1010"", ""0110"", ""1001""]"
Odd number of b's,(a*ba*b)*a*ba*,(abab|bb|aa)*b,"positive example: [b, ababb, bbaab, aab, bbb], negative example: [a, aba, bba, aaa, ababa]"
even number of 1's,(0*10*10*)*|0*,0*10*10*(11)*,"positive example: [""0101"", ""001001"", ""010011"", ""0001000111"", ""101011""],  
negative example: [""00"", ""11"", ""100"", ""0100"", ""1111""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01+)*(010)(1+0)*|(10+)*(101)(0+1)*,"positive example: [""01010"", ""0101010"", ""101010"", ""10101010"", ""010"", ""101""],  
negative example: [""0110"", ""1001"", ""0011"", ""1100"", ""000"", ""111""]"
Every b followed by two or more a's,(a|baa)*,"((a)*ba{2,})|a*","positive example: [baa, aabaa, aaa, baa, a], negative example: [b, ab, aab, aba, aaaaab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b),"positive example: [aba, aaba, baba, aaaba, ababa, bbaaba, aabba, abababa], negative example: [a, b, aa, bb, ab, ba, aab, bba, aaa, bbb, abba, babaab]"
An even number of 1's,(0|10*1)*,(0*)(10*1)*(0*),"positive example: [0, 00, 010, 101, 01010, 00010100, 1001, 11011],  
negative example: [1, 11, 0110, 1010, 001100, 111, 0101, 10001]"
Every b followed by two or more a's,(a|baa)*,(a*)*(baa)*,"positive example: [a, aa, aaa, baa, abaabaa, aabaa, baaaa], negative example: [b, ab, ba, aab, baba, aaba, baaaab]"
Odd number of 1s,0*10*(10*10*)*,0*10*,"positive example:[""10"", ""010"", ""00100"", ""0001000"", ""1""],  
negative example:["""", ""0"", ""00"", ""000"", ""01""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0)*)|(1(0*1)*),"positive example: [0, 01, 010, 0110, 1, 10, 101, 1001], negative example: [00, 11, 011, 100, 0101, 1010]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*baa(a|b)*b,"positive example: [baab, aabbaab, bbaaab, aabbaaab, bbaaabb], negative example: [ba, aab, bba, aabba, bbaa]"
non isolated 'b',(a|(b*bb))*,a*(bb+bbb)*a*,"positive example: [ ""a"", ""bb"", ""bbb"", ""aabba"", ""bbbaa"", ""aaa"", ""bbbb"", ""aabbbbaa"" ],  
negative example: [ ""b"", ""ab"", ""ba"", ""bab"", ""abab"", ""aab"", ""bbaab"", ""abba"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)aaa,"positive example: [aaaaaa, aabaaa, baaaaa, bbaaaa], negative example: [aaa, aaba, baa, bbaa]"
Odd number of b's,(a*ba*b)*a*ba*,b(bb)*(a)*,"positive example: [b, bbb, bbba, bbbaa, bba, bbaa], negative example: [a, aa, ab, bbaab, baba, bbbbaaa]"
An even number of 1's,(0|10*1)*,(0*)|((0*10*1)*),"positive example:["""", ""0"", ""00"", ""1"", ""0101"", ""001001"", ""00010001""], negative example:[""01"", ""001"", ""100"", ""1010"", ""01001""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1((0|1)*1)*|0((0|1)*0)*,"positive example: [1, 0, 11, 00, 101, 010, 1111, 0000, 10101, 01010],  
negative example: [01, 10, 011, 100, 0110, 1001, 01110, 10001, 0101, 1010]"
non isolated 'a',(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+b*)|(b*a+ab*aa+b*)|b*|(b*aa+b*a+ab*)|(b*a+ab*a+ab*)|b*,"positive example: [""aa"", ""baa"", ""aab"", ""baab"", ""bbaa"", ""aabb"", ""baaab"", ""bbaab"", ""aabab"", ""baaabb"", ""bbaabb"", ""aababb"", ""baaabab"", ""bbaabab"", ""aababab"", ""b"", ""bb"", ""bbb"", ""bbbb"", ""bbbbb""],  
negative example: [""ab"", ""ba"", ""aba"", ""bab"", ""abab"", ""baba"", ""ababa"", ""babab"", ""ababab"", ""a"", ""aaa"", ""aaaa"", ""aaaaa"", ""aaaaaa""]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*,"positive example: [""a"", ""bb"", ""aa"", ""bbbb"", ""abba"", ""aabbaa"", ""bbaa"", ""aabb"", ""bba"", ""bbbba""], negative example: [""b"", ""aba"", ""bab"", ""abab"", ""ba"", ""ab"", ""baba"", ""abbb"", ""baab"", ""bbab""]"
Every b followed by two or more a's,(a|baa)*,a*baa(a*),"positive example: [baa, abaa, baaaa, aabaa, aaaaaabaa], negative example: [a, b, aba, baaa, aaab]"
Odd number of b's,(a*ba*b)*a*ba*,a*(ba*(bb)*)a*,"positive example: [""a"", ""ba"", ""bba"", ""abba"", ""aabaa"", ""bbbaa"", ""aabbaa""],  
negative example: [""b"", ""ab"", ""bab"", ""bbab"", ""aba"", ""abab"", ""bbaba""]"
even number of 1's,(0*10*10*)*|0*,(11)*|0(11)*|(11)*0,"positive example: [11, 1111, 0, 011, 110, 01111, 11110], negative example: [1, 101, 1101, 0110, 11101, 0011]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b+aa+b+,"positive example: [aaabbaaab, aabbaaabb, bbaaabbb], negative example: [aabbaa, bbaa, aaab]"
Every b followed by two or more a's,(a|baa)*,a*|(baa)*,"positive example: [a, aa, aaa, baa, baabaa, baabaabaa], negative example: [b, ab, aba, ba, aab, aaba, baaba]"
Odd number of b's,(a*ba*b)*a*ba*,(b(abb|bab|bba|a)*)|((abb|bab|bba|a)*b),"positive example: [b, bab, bba, abb, babb, bbab, bbba, abbb, babab, bbbab, abbba],  
negative example: [a, aa, aba, aab, aaa, abab, abba, aabb, baa, baab, baaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)(a|b))(a*|b*)aaa,"positive example: [aabaaa, bbaaaa, abbaaa, baaaaa], negative example: [aaa, bbaa, abab, bbbaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a{2})|(b{2}))a*b*(a{3}),"positive example: [aabbaaa, bbaaaa, aaaabbaaa, bbaaabbaaa], negative example: [abbaaa, bbaa, aabbaa, bbaabbaa]"
even prefix,(ab|ba)*,(ba)*,"positive example: [ba, baba, bababa], negative example: [b, a, bb, aa, ab, bba]"
non isolated 'b',(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a+bba)*(bb)*,"positive example: [a, bb, ab, bba, bbb, aba, aab, bbba, bbab, aabb],  
negative example: [ba, aa, bab, baa, abba, baba, aaba, bbaa, abab, bbaab]"
non isolated 'b',(a|(b*bb))*,((a*bbb*a*)+(a*)+(bbb*))*,"positive example: [""abbba"", ""abbbba"", ""abbbbbba"", ""aaabbba"", ""aaabbbba"", ""abbbaaa"", ""bbba"", ""bbbba"", ""bbb"", ""a"", ""aaa"", ""abbb"", ""abbbbb"", ""abbbbbbb"", ""abbbaaabbb""],  
negative example: [""abab"", ""bab"", ""bba"", ""bbab"", ""ababba"", ""aabab"", ""abbbab"", ""abbbabbb"", ""abbbabbba"", ""abbbaab"", ""abbbbaaab"", ""abbbbaab""]"
non isolated 'b',(a|(b*bb))*,a*bbb*a*|a*,"positive example: [""aabbbaa"", ""bbba"", ""aaa"", ""bbb"", ""aabbb"", ""bbbaa""], negative example: [""abab"", ""baab"", ""aabab"", ""bbab"", ""aabba"", ""bab""]"
contains 'bab',(a|b)*(bab)(a|b)*,b*a*(bab)(a|b)*,"positive example: [baab, bbbab, aaabab, baba, babab], negative example: [abba, aabb, bbaa, abab, baaab]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0(1*0*1*)0),"positive example: [010, 0110, 00100], negative example: [00, 10, 101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0((0|1)*1(0|1)*)0)|(1((0|1)*0(0|1)*)1))?,"positive example:[""00"", ""11"", ""010"", ""101"", ""0010"", ""1101"", ""000100"", ""111011""],  
negative example:[""0"", ""1"", ""01"", ""10"", ""001"", ""110"", ""0001"", ""1110""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b+aa+a*b+,"positive example: [""aa"", ""aab"", ""aaaab"", ""baa"", ""baab""], negative example: [""a"", ""b"", ""aba"", ""aaba"", ""abaa""]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b)((a)*(bb))*,"positive example: [b, ab, aab, bbb, abbb, aabbb, aababbb], negative example: [a, aa, aba, abab, abba, aaba, aabba]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*(a)*,"positive example: [a, baa, aaa, abaa, baaaa, aabaa], negative example: [b, ab, aba, ba, aab, baaaab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*|0*|(1+(0*1*)1+)|(0+(1*0*)0+),"positive example: [""1"", ""0"", ""11"", ""00"", ""111"", ""000"", ""101"", ""010"", ""1101"", ""0010"", ""11101"", ""00010""],  
negative example: [""01"", ""10"", ""011"", ""100"", ""0110"", ""1001"", ""1010"", ""0101"", ""11001"", ""00101"", ""10101"", ""01010""]"
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*,"positive example: [0, 00, 000, 11, 0011, 1100, 000011, 1111, 000000], negative example: [1, 01, 10, 011, 101, 1101, 0110, 1010, 11101]"
non isolated 'b',(a|(b*bb))*,a*|a*bb,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""bb"", ""aabb"", ""aabbb""], negative example: [""b"", ""ab"", ""ba"", ""aba"", ""bab"", ""aab"", ""abab""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*baa(a|b)b,"positive example: [baaab, bbaaab, abaaab, aabaaab], negative example: [baab, bbaa, abab, aabaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,bbb*aaaa*,"positive example: [bbaaaa, bbbaaaaa, bbbbaaaa], negative example: [ba, bba, bbaa, baaa, bbaaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa+|bb+|ba+|ab+)+aaa,"positive example: [aaa, bbaaa, aabaaa, bbaabaaa, abbaaa], negative example: [aa, bb, ba, ab, aab, bba, aba, bbb]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*)ba)*)|((a|b)(a*)b),"positive example: [aba, aabaa, bba, abba, aaabaa], negative example: [a, b, aa, bb, abab]"
non isolated 'a',(b|(a*aa))*,(b+aa+aaa)*,"positive example: [b, aa, aaa, baa, baaa, aab, aaaab, baaab, baaaaa],  
negative example: [a, ab, aaaa, baba, aaabaa, aabaa, bba, bbaaa]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*(baa)+b,"positive example: [baab, aabaaab, baaab], negative example: [aab, bba, abaab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*)*a*ba,"positive example: [aba, ababa, abababa, aabaaabaaaba, baba], negative example: [ab, aab, baa, aaabaa, ababab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)(baa)+b,"positive example: [abaaab, bbaaab, abaaabaaab, bbaaabaaab], negative example: [ab, bb, abaab, bbaab, abaa, bbaa]"
Every b followed by two or more a's,(a|baa)*,"((ba{2,}){1,2}|a{1,}){1,}","positive example: [baa, baaaa, a, baaabaa, aa], negative example: [b, aba, baaaab, baaaaba, baaabaaa]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*a*(baa)*,"positive example: [""a"", ""baa"", ""abaa"", ""aaa"", ""baabaa"", ""aabaa"", ""baaaa""],  
negative example: [""b"", ""ab"", ""ba"", ""aba"", ""baab"", ""aaba"", ""baaba""]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)(0|1),"positive example: [000, 001, 010, 011, 100, 101, 110, 111], negative example: [00, 01, 10, 11, 0000, 1111, 0011, 1100]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(0|1)*0+)*)|((1+(0|1)*1+)*),"positive example: [000, 111, 01010, 10101, 000111000],  
negative example: [01, 10, 0011, 1100, 0101]"
"Starts with a, ends with b",a(a|b)*b,a(a|b)+b,"positive example: [aab, abb, aabab, abbb], negative example: [ab, aa, bb, aba]"
first and third,a(a|b)a(a|b)*,(aaa)|(aba)a*b*,"positive example: [aaa, aba, aab, aaab, abbb, aaaab, abbbb], negative example: [aa, ab, bbb, aabb, abab, ba, bb]"
Contains aaa regex,(a|b)*aaa(a|b)*,aaa,"positive example: [aaa], negative example: [aa, a, aaaa, bbb, abc]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11|111|110|100|000|001|011|101,"positive example: [00, 01, 10, 11, 111, 110, 100, 000, 001, 011, 101],  
negative example: [0, 1, 0011, 010, 1100, 1111, 0000, 1010, 0110, 1001]"
Odd number of b's,(a*ba*b)*a*ba*,b(abb|bab|bba|a)*|(abb|bab|bba|a)*b|(aba|baa|aab),"positive example: [b, abb, bab, bba, a, babb, bbab, bbba, ba, aba, baa, aab, babbab, bbbabba, baab, bbbaab],  
negative example: [ab, bb, aa, abab, baba, bbbb, aaaa, abba, baaa, aabb, abbb, bbaa, ababab, bbbaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(aa*)(bb)*b,"positive example: [ab, aab, aabb, aaab, aaabb, aaaabbb], negative example: [b, ba, aba, aaba, aabba, aaaabbbb]"
Odd number of 1s,0*10*(10*10*)*,((11)*10*),"positive example: [110, 11110, 1111100, 10, 11000], negative example: [01, 111, 1001, 1011, 1101]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1+(0+1)*1*|0+(1+0)*0*,"positive example: [1, 11, 101, 110, 1001, 0, 00, 010, 0010, 1010],  
negative example: [01, 10, 001, 100, 0110, 0001, 1110, 1011, 0101, 1100]"
Odd number of b's,(a*ba*b)*a*ba*,(a|bb|abab|bab|baba)*b(a|bb|abab|bab|baba)*,"positive example: [ ""bab"", ""bbab"", ""ababb"", ""bababab"", ""babaabab"" ], negative example: [ ""a"", ""bb"", ""abab"", ""baba"", ""bbaa"" ]"
non isolated 'b',(a|(b*bb))*,(a*(bbb*))*,"positive example: [abbb, aabbb, abbbaabbb, aaaabbb, bbb], negative example: [a, b, ab, bba, aaab]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*1(10*1)*0*),"positive example: [""0101"", ""001001"", ""1001"", ""0100101"", ""00010001""],  
negative example: [""0"", ""1"", ""01"", ""10"", ""00100""]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba)*),"positive example: [a, b, aa, ab, ba, aab, aba, baa, bab, aaba, abaa, abab, baaa, baab, baba, aabaa, aabab, abaab, ababa, baaaa, baaab, baaba, babaa, babab],  
negative example: [bb, aaa, abb, bbb, aaaa, aabb, abbb, bbbb, aaaaa, aaabb, aabbb, abbbb, bbbbb, aaaaab, aaaabb, aaabbb, aabbbb, abbbbb, bbbbbb]"
Odd number of 1s,0*10*(10*10*)*,(0*1|1(11)*|10*|1(101)*),"positive example: [0, 1, 11, 101, 1111, 10101, 1001, 1101], negative example: [00, 01, 10, 100, 110, 1010, 1110, 1011]"
Odd number of 1s,0*10*(10*10*)*,((11)*1),"positive example: [1, 111, 11111], negative example: [11, 1111, 111111]"
even number of 1's,(0*10*10*)*|0*,0*|(11)+0*|0*(11)+|10*1|(1010)*|(0101)*,"positive example: [""0"", ""00"", ""11"", ""1111"", ""0011"", ""1100"", ""101"", ""1001"", ""1010"", ""0101"", ""101010"", ""010101""], negative example: [""1"", ""01"", ""10"", ""011"", ""110"", ""1011"", ""1101"", ""010"", ""10101"", ""01010""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*(baa)a*b*b,"positive example: [baa, aabaa, aabaaab, bbaa, aabbaab], negative example: [ab, aab, bba, aabab, baba]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0(0(0|1)*0)*0,"positive example: [0000, 00100, 01010, 0001000], negative example: [0, 00, 010, 00010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|(010)*|(10101)*,"positive example: [0, 010, 10101, 010010, 1010110101, 0, 0101010101],  
negative example: [1, 00, 0110, 1010, 0101, 101010, 0101010]"
non isolated 'b',(a|(b*bb))*,a*,"positive example: ["""", ""a"", ""aa"", ""aaa""], negative example: [""b"", ""ab"", ""ba"", ""aab""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)+(baa)a*b,"positive example: [abbaab, aabaaab, bbaaab, abbaaab, bbaaaab], negative example: [abab, aab, bba, aabab, bbaa]"
even number of 1's,(0*10*10*)*|0*,0*|(11)+0*|0*(11)+,"positive example: [""0"", ""00"", ""11"", ""1111"", ""0011"", ""1100"", ""000011"", ""110000""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""0110"", ""11101"", ""00101"", ""1101""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001, 1010010, 1010111, 1010100, 1011101, 1011110, 1011011, 1011000, 1001001, 1001010, 1001111],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 0000, 10101, 11011, 11110, 00000, 1010101, 110011, 111111, 000000, 10101010, 1100110, 1111111, 0000000]"
Every b followed by two or more a's,(a|baa)*,(baa)*a*,"positive example: [""baaa"", ""a"", ""baabaaa"", ""baaaaaa"", ""aa""],  
negative example: [""b"", ""ba"", ""baab"", ""baaab"", ""baaaaab""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(((0+)1(0+))*),"positive example: ["""", ""0"", ""000"", ""010"", ""00100"", ""0001000""],  
negative example: [""1"", ""01"", ""10"", ""0011"", ""1001"", ""1010""]"
non isolated 'b',(a|(b*bb))*,a*b*bb,"positive example: [abb, aabbb, bbb, aaabbb], negative example: [ab, aab, bb, aabb]"
non isolated 'b',(a|(b*bb))*,a*b+ba*b+b,"positive example: [abba, aabba, bba, aaabba, ababba], negative example: [a, b, aba, abab, baba]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,00*(0+1)*0*0,"positive example: [0000, 010, 00100, 00010, 0010], negative example: [01, 10, 0011, 100, 110]"
non isolated 'b',(a|(b*bb))*,a*|(bb)*|a*(bb)*a*,"positive example: ["""", ""a"", ""aa"", ""bb"", ""aabb"", ""bbbb"", ""aaa"", ""aabbaa""], negative example: [""b"", ""ab"", ""ba"", ""aba"", ""bba"", ""bab"", ""aab"", ""baa""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a+b+a+b+aaa+a,"positive example: [""aabbaaaaaa"", ""aaabbaaaaa"", ""abbaaaaaa""], negative example: [""abab"", ""aaabba"", ""aabbaa""]"
Contains aaa regex,(a|b)*aaa(a|b)*,(a|b)*aaa(b)*,"positive example: [aaa, aaaaa, baaa, bbaaab, abaaa], negative example: [aa, abab, bba, aab, babab]"
Odd number of 1s,0*10*(10*10*)*,(0*(0*10*10*)0*10*),"positive example: [""01010"", ""0010100"", ""00010010"", ""010010"", ""000101000""],  
negative example: [""0"", ""00"", ""000"", ""010"", ""00100""]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a|(bb)|bab)*,"positive example: [ ""ba"", ""abab"", ""bbbab"", ""aabbba"", ""bababab"" ], negative example: [ ""a"", ""bb"", ""aba"", ""baa"", ""abbaa"" ]"
Every b followed by two or more a's,(a|baa)*,(a)*(b)(aa)(a)*,"positive example: [baa, abaa, aabaaa, aaaaabaa], negative example: [a, b, aba, aab, aaab, aabaaab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*b)*ba*,"positive example: [ba, abab, abba, aabaa, baba], negative example: [a, b, aa, bb, abbaa]"
first and third,a(a|b)a(a|b)*,(aaa(a*b*)*)+(aba(a*b*)*),"positive example: [aaaaa, aaab, aaaabba, aba, abab, abaaab], negative example: [a, aa, ab, b, bb, aab, abb, abba]"
Odd number of b's,(a*ba*b)*a*ba*,(a|bb|abab|bab|baab)*b(a|bb|abab|bab|baab),"positive example: [ ""bb"", ""ababb"", ""baabb"", ""bababab"", ""baabbaab"", ""ababbaab"", ""bbaab"", ""ababababb"" ], negative example: [ ""a"", ""bbab"", ""ababa"", ""baaba"", ""ababab"", ""babab"", ""baabab"", ""ababba"" ]"
non isolated 'b',(a|(b*bb))*,(a)*bb(b)*,"positive example: [bb, abb, bbb, aabbb, abababbb], negative example: [a, b, ab, ba, aba]"
contains 'bab',(a|b)*(bab)(a|b)*,(a+b)*(bab)(b+a)*,"positive example: [bab, abab, babba, aababaa, bbabbb], negative example: [aa, bb, aba, bba, aabb]"
non isolated 'b',(a|(b*bb))*,a*(b+b+)a*,"positive example: [""aabbaa"", ""bb"", ""abba"", ""aaabba"", ""bbaaa""], negative example: [""a"", ""aba"", ""aabaa"", ""ba"", ""abab""]"
Odd number of 1s,0*10*(10*10*)*,0*1(10*1)*(0*(11)*),"positive example: [01, 011, 01101, 011011, 0011011, 00011101],  
negative example: [0, 1, 10, 110, 0110, 00110]"
non isolated 'b',(a|(b*bb))*,a*(bba*)*,"positive example: [""a"", ""aa"", ""bba"", ""bbaa"", ""abba"", ""aabbaa"", ""bbabba"", ""bbaaa""],  
negative example: [""b"", ""ab"", ""ba"", ""bab"", ""bb"", ""bbab"", ""abab"", ""aab""]"
Every b followed by two or more a's,(a|baa)*,a*((baa)*)+,"positive example: [a, aa, baa, baaabaa, aabaa], negative example: [b, ab, ba, baaa, baaab]"
non isolated 'b',(a|(b*bb))*,(bb+|b+b)*a*(bb+|b+b)*a*,"positive example: [bbba, bbaa, bba, bbaab, bbbaabba], negative example: [a, aa, aaa, b, bb, bbb]"
Odd number of b's,(a*ba*b)*a*ba*,(a*(b)((a)*bb)*(a)*),"positive example: [""aabbaa"", ""baabba"", ""aaabbba"", ""bba"", ""aabbbaa""],  
negative example: [""abab"", ""baba"", ""aababba"", ""aaabab"", ""bbabba""]"
Odd number of b's,(a*ba*b)*a*ba*,a*b,"positive example: [ab, aab, aaab, b], negative example: [ba, aba, a, aa, aaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0(0*11*0)*(0?)|1(1*00*1)*(1?)|0*|1*,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0011"", ""1100"", ""000"", ""111"", ""001100"", ""110011"", ""0000"", ""1111""],  
negative example: [""01"", ""10"", ""011"", ""100"", ""001"", ""110"", ""0101"", ""1010"", ""0110"", ""1001"", ""00101"", ""11010""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 0000, 0110, 10101, 11110, 00001, 01010, 111111]"
Odd number of 1s,0*10*(10*10*)*,0*((10*)|(10*)),"positive example: [""0"", ""00"", ""10"", ""010"", ""0010"", ""100"", ""0100"", ""00010""],  
negative example: [""1"", ""01"", ""11"", ""101"", ""011"", ""110"", ""0011"", ""1010""]"
3 | #b,a*(ba*ba*ba*)*,(ba*bb)*|(bba*b)*|a*,"positive example: [bb, babb, bbb, a, aa, bbaab, bbbaab, bbbbb], negative example: [ab, baba, bbaa, bab, bbba, bbaaab]"
